dist min max mean
1 0.0911746767996239 0.229104240696552 0.158708611848576
2 0.0911807651269609 0.229133824054284 0.158726320768758
3 0.0911868555802191 0.229163411858903 0.158744033002941
4 0.0911929481601105 0.229193004110619 0.158761748551583
5 0.0911990428673472 0.229222600809643 0.158779467415139
6 0.0912051397026414 0.229252201956186 0.158797189594065
7 0.0912112386667058 0.229281807550458 0.158814915088818
8 0.0912173397602532 0.22931141759267 0.158832643899854
9 0.0912234429839964 0.229341032083032 0.158850376027629
10 0.0912295483386487 0.229370651021753 0.158868111472599
11 0.0912356558249234 0.229400274409043 0.15888585023522
12 0.0912417654435343 0.229429902245112 0.158903592315949
13 0.0912478771951951 0.22945953453017 0.158921337715241
14 0.09125399108062 0.229489171264425 0.158939086433553
15 0.0912601071005232 0.229518812448086 0.158956838471341
16 0.0912662252556191 0.229548458081363 0.158974593829061
17 0.0912723455466226 0.229578108164465 0.158992352507169
18 0.0912784679742485 0.229607762697599 0.159010114506121
19 0.091284592539212 0.229637421680974 0.159027879826374
20 0.0912907192422285 0.229667085114799 0.159045648468383
21 0.0912968480840135 0.22969675299928 0.159063420432604
22 0.0913029790652829 0.229726425334627 0.159081195719495
23 0.0913091121867526 0.229756102121047 0.159098974329509
24 0.0913152474491389 0.229785783358747 0.159116756263105
25 0.0913213848531582 0.229815469047934 0.159134541520737
26 0.0913275243995273 0.229845159188816 0.159152330102863
27 0.091333666088963 0.2298748537816 0.159170122009937
28 0.0913398099221824 0.229904552826492 0.159187917242416
29 0.0913459558999029 0.229934256323699 0.159205715800756
30 0.0913521040228419 0.229963964273427 0.159223517685413
31 0.0913582542917173 0.229993676675883 0.159241322896843
32 0.091364406707247 0.230023393531273 0.159259131435501
33 0.0913705612701493 0.230053114839803 0.159276943301845
34 0.0913767179811424 0.230082840601677 0.15929475849633
35 0.0913828768409452 0.230112570817103 0.159312577019412
36 0.0913890378502764 0.230142305486285 0.159330398871547
37 0.0913952010098551 0.230172044609428 0.159348224053191
38 0.0914013663204006 0.230201788186738 0.1593660525648
39 0.0914075337826324 0.230231536218419 0.159383884406829
40 0.0914137033972701 0.230261288704675 0.159401719579735
41 0.0914198751650339 0.230291045645713 0.159419558083974
42 0.0914260490866438 0.230320807041735 0.159437399920002
43 0.0914322251628202 0.230350572892945 0.159455245088274
44 0.0914384033942837 0.230380343199549 0.159473093589247
45 0.0914445837817551 0.230410117961749 0.159490945423376
46 0.0914507663259555 0.230439897179749 0.159508800591117
47 0.0914569510276061 0.230469680853753 0.159526659092926
48 0.0914631378874284 0.230499468983963 0.15954452092926
49 0.0914693269061441 0.230529261570583 0.159562386100573
50 0.0914755180844751 0.230559058613816 0.159580254607322
51 0.0914817114231435 0.230588860113864 0.159598126449963
52 0.0914879069228717 0.230618666070931 0.159616001628951
