dist min max mean
1 1.46167255602209e-05 0.0244325161899294 0.00113681400529859
2 1.46284008240327e-05 0.024438026945326 0.00113733703497146
3 1.4640085413448e-05 0.0244435389124988 0.00113786030500739
4 1.46517793359154e-05 0.0244490520917002 0.0011383838155166
5 1.46634825988895e-05 0.0244545664831827 0.00113890756660934
6 1.46751952098308e-05 0.0244600820871987 0.00113943155839592
7 1.46869171762057e-05 0.0244655989040008 0.0011399557909867
8 1.46986485054866e-05 0.0244711169338415 0.0011404802644921
9 1.4710389205152e-05 0.0244766361769735 0.00114100497902256
10 1.47221392826862e-05 0.0244821566336495 0.00114152993468861
11 1.47338987455795e-05 0.0244876783041221 0.0011420551316008
12 1.47456676013283e-05 0.0244932011886441 0.00114258056986974
13 1.47574458574348e-05 0.0244987252874685 0.0011431062496061
14 1.47692335214074e-05 0.0245042506008479 0.00114363217092059
15 1.47810306007604e-05 0.0245097771290353 0.00114415833392397
16 1.47928371030141e-05 0.0245153048722837 0.00114468473872706
17 1.48046530356947e-05 0.0245208338308461 0.00114521138544072
18 1.48164784063346e-05 0.0245263640049755 0.00114573827417586
19 1.48283132224722e-05 0.0245318953949249 0.00114626540504345
20 1.48401574916517e-05 0.0245374280009477 0.00114679277815451
21 1.48520112214236e-05 0.0245429618232968 0.0011473203936201
22 1.48638744193443e-05 0.0245484968622256 0.00114784825155134
23 1.48757470929761e-05 0.0245540331179873 0.0011483763520594
24 1.48876292498877e-05 0.0245595705908352 0.00114890469525549
25 1.48995208976535e-05 0.0245651092810228 0.00114943328125089
26 1.4911422043854e-05 0.0245706491888034 0.00114996211015692
27 1.49233326960761e-05 0.0245761903144305 0.00115049118208495
28 1.49352528619122e-05 0.0245817326581576 0.00115102049714639
29 1.49471825489612e-05 0.0245872762202383 0.00115155005545273
30 1.4959121764828e-05 0.0245928210009261 0.00115207985711548
31 1.49710705171233e-05 0.0245983670004747 0.00115260990224623
32 1.49830288134643e-05 0.0246039142191378 0.00115314019095659
33 1.49949966614739e-05 0.0246094626571691 0.00115367072335825
34 1.50069740687813e-05 0.0246150123148224 0.00115420149956292
35 1.50189610430217e-05 0.0246205631923516 0.00115473251968239
36 1.50309575918365e-05 0.0246261152900106 0.0011552637838285
37 1.50429637228732e-05 0.0246316686080531 0.0011557952921131
38 1.50549794437852e-05 0.0246372231467333 0.00115632704464815
39 1.50670047622322e-05 0.0246427789063052 0.00115685904154563
40 1.50790396858801e-05 0.0246483358870227 0.00115739128291756
41 1.50910842224007e-05 0.0246538940891401 0.00115792376887603
42 1.51031383794721e-05 0.0246594535129114 0.00115845649953317
43 1.51152021647784e-05 0.0246650141585909 0.00115898947500118
44 1.512727558601e-05 0.0246705760264329 0.00115952269539229
45 1.51393586508632e-05 0.0246761391166915 0.0011600561608188
46 1.51514513670406e-05 0.0246817034296213 0.00116058987139304
47 1.51635537422511e-05 0.0246872689654764 0.0011611238272274
48 1.51756657842095e-05 0.0246928357245115 0.00116165802843433
49 1.51877875006369e-05 0.0246984037069809 0.00116219247512632
50 1.51999188992604e-05 0.0247039729131393 0.00116272716741592
51 1.52120599878135e-05 0.0247095433432411 0.00116326210541572
52 1.52242107740358e-05 0.024715114997541 0.00116379728923838
53 1.5236371265673e-05 0.0247206878762937 0.0011643327189966
54 1.52485414704771e-05 0.0247262619797539 0.00116486839480312
55 1.52607213962062e-05 0.0247318373081763 0.00116540431677075
56 1.52729110506246e-05 0.0247374138618157 0.00116594048501234
57 1.52851104415028e-05 0.0247429916409271 0.0011664768996408
58 1.52973195766177e-05 0.0247485706457652 0.00116701356076909
59 1.53095384637521e-05 0.0247541508765851 0.00116755046851021
60 1.53217671106953e-05 0.0247597323336418 0.00116808762297723
61 1.53340055252425e-05 0.0247653150171902 0.00116862502428326
62 1.53462537151955e-05 0.0247708989274855 0.00116916267254146
63 1.5358511688362e-05 0.0247764840647828 0.00116970056786505
64 1.53707794525561e-05 0.0247820704293373 0.00117023871036729
65 1.53830570155982e-05 0.0247876580214042 0.00117077710016151
66 1.53953443853148e-05 0.0247932468412387 0.00117131573736107
67 1.54076415695388e-05 0.0247988368890963 0.0011718546220794
68 1.54199485761092e-05 0.0248044281652323 0.00117239375442996
69 1.54322654128713e-05 0.024810020669902 0.00117293313452629
70 1.54445920876767e-05 0.0248156144033609 0.00117347276248197
71 1.54569286083834e-05 0.0248212093658646 0.00117401263841061
72 1.54692749828554e-05 0.0248268055576686 0.00117455276242591
73 1.54816312189633e-05 0.0248324029790285 0.0011750931346416
74 1.54939973245836e-05 0.0248380016302 0.00117563375517145
75 1.55063733075993e-05 0.0248436015114387 0.00117617462412932
76 1.55187591759e-05 0.0248492026230003 0.00117671574162908
77 1.5531154937381e-05 0.0248548049651407 0.00117725710778468
78 1.55435605999443e-05 0.0248604085381157 0.00117779872271011
79 1.55559761714981e-05 0.0248660133421811 0.00117834058651941
80 1.55684016599571e-05 0.024871619377593 0.00117888269932669
81 1.55808370732419e-05 0.0248772266446072 0.00117942506124609
82 1.55932824192798e-05 0.0248828351434798 0.0011799676723918
83 1.56057377060043e-05 0.0248884448744668 0.0011805105328781
