dist min max mean
1 0.069166968244302 0.113701840132699 0.0859640709912495
2 0.0691670629728531 0.11371162078681 0.0859685092179503
3 0.0691671577619962 0.113721403455061 0.0859729485819213
4 0.06916725261177 0.113731188137813 0.0859773890834406
5 0.0691673475222133 0.113740974835424 0.0859818307227865
6 0.069167442493365 0.113750763548253 0.0859862735002375
7 0.0691675375252638 0.11376055427666 0.0859907174160719
8 0.0691676326179486 0.113770347021005 0.0859951624705681
9 0.0691677277714583 0.113780141781647 0.0859996086640048
10 0.0691678229858316 0.113789938558945 0.0860040559966605
11 0.0691679182611077 0.113799737353259 0.0860085044688138
12 0.0691680135973253 0.113809538164949 0.0860129540807436
13 0.0691681089945235 0.113819340994374 0.0860174048327285
14 0.0691682044527412 0.113829145841894 0.0860218567250475
15 0.0691682999720175 0.113838952707869 0.0860263097579793
16 0.0691683955523914 0.113848761592658 0.0860307639318031
17 0.069168491193902 0.113858572496621 0.0860352192467977
18 0.0691685868965883 0.113868385420118 0.0860396757032424
19 0.0691686826604895 0.113878200363509 0.0860441333014162
20 0.0691687784856448 0.113888017327154 0.0860485920415983
21 0.0691688743720932 0.113897836311413 0.086053051924068
22 0.069168970319874 0.113907657316645 0.0860575129491047
23 0.0691690663290264 0.113917480343212 0.0860619751169877
24 0.0691691623995896 0.113927305391472 0.0860664384279965
25 0.0691692585316029 0.113937132461786 0.0860709028824107
26 0.0691693547251056 0.113946961554515 0.0860753684805097
27 0.069169450980137 0.113956792670018 0.0860798352225733
28 0.0691695472967365 0.113966625808655 0.086084303108881
29 0.0691696436749433 0.113976460970787 0.0860887721397128
30 0.069169740114797 0.113986298156774 0.0860932423153484
31 0.0691698366163369 0.113996137366977 0.0860977136360676
32 0.0691699331796024 0.114005978601756 0.0861021861021506
33 0.0691700298046331 0.114015821861471 0.0861066597138771
34 0.0691701264914684 0.114025667146483 0.0861111344715274
35 0.0691702232401478 0.114035514457153 0.0861156103753815
36 0.0691703200507109 0.11404536379384 0.0861200874257196
37 0.0691704169231973 0.114055215156906 0.086124565622822
38 0.0691705138576465 0.11406506854671 0.086129044966969
39 0.0691706108540982 0.114074923963615 0.0861335254584411
40 0.0691707079125919 0.11408478140798 0.0861380070975185
41 0.0691708050331675 0.114094640880166 0.0861424898844818
42 0.0691709022158645 0.114104502380534 0.0861469738196116
43 0.0691709994607226 0.114114365909445 0.0861514589031885
44 0.0691710967677818 0.11412423146726 0.0861559451354931
45 0.0691711941370816 0.114134099054339 0.0861604325168063
46 0.0691712915686619 0.114143968671044 0.0861649210474088
47 0.0691713890625625 0.114153840317735 0.0861694107275815
48 0.0691714866188233 0.114163713994774 0.0861739015576053
49 0.0691715842374842 0.114173589702522 0.0861783935377612
50 0.069171681918585 0.114183467441339 0.0861828866683303
51 0.0691717796621656 0.114193347211587 0.0861873809495937
52 0.0691718774682661 0.114203229013627 0.0861918763818325
53 0.0691719753369263 0.11421311284782 0.086196372965328
54 0.0691720732681863 0.114222998714528 0.0862008707003615
55 0.0691721712620861 0.114232886614112 0.0862053695872144
56 0.0691722693186658 0.114242776546932 0.086209869626168
57 0.0691723674379654 0.114252668513352 0.0862143708175039
58 0.0691724656200251 0.114262562513731 0.0862188731615036
59 0.0691725638648849 0.114272458548432 0.0862233766584487
60 0.069172662172585 0.114282356617815 0.0862278813086209
61 0.0691727605431657 0.114292256722243 0.0862323871123019
62 0.069172858976667 0.114302158862077 0.0862368940697734
63 0.0691729574731293 0.114312063037678 0.0862414021813175
64 0.0691730560325927 0.114321969249409 0.0862459114472159
65 0.0691731546550976 0.114331877497631 0.0862504218677507
66 0.0691732533406843 0.114341787782705 0.0862549334432038
67 0.0691733520893932 0.114351700104994 0.0862594461738575
68 0.0691734509012644 0.114361614464859 0.0862639600599938
69 0.0691735497763386 0.114371530862662 0.0862684751018949
70 0.069173648714656 0.114381449298765 0.0862729912998433
71 0.0691737477162571 0.11439136977353 0.0862775086541211
72 0.0691738467811824 0.114401292287319 0.0862820271650109
73 0.0691739459094723 0.114411216840494 0.086286546832795
74 0.0691740451011674 0.114421143433416 0.0862910676577561
75 0.0691741443563082 0.114431072066449 0.0862955896401767
76 0.0691742436749353 0.114441002739954 0.0863001127803395
77 0.0691743430570893 0.114450935454293 0.0863046370785271
78 0.0691744425028107 0.114460870209829 0.0863091625350225
79 0.0691745420121402 0.114470807006923 0.0863136891501084
80 0.0691746415851186 0.114480745845938 0.0863182169240677
81 0.0691747412217864 0.114490686727237 0.0863227458571834
82 0.0691748409221845 0.114500629651181 0.0863272759497385
83 0.0691749406863535 0.114510574618134 0.0863318072020161
84 0.0691750405143342 0.114520521628457 0.0863363396142994
85 0.0691751404061675 0.114530470682513 0.0863408731868716
86 0.0691752403618942 0.114540421780665 0.0863454079200159
87 0.069175340381555 0.114550374923274 0.0863499438140157
88 0.069175440465191 0.114560330110704 0.0863544808691544
89 0.0691755406128429 0.114570287343318 0.0863590190857154
90 0.0691756408245518 0.114580246621477 0.0863635584639824
91 0.0691757411003585 0.114590207945546 0.0863680990042388
92 0.0691758414403041 0.114600171315885 0.0863726407067683
93 0.0691759418444296 0.114610136732859 0.0863771835718546
94 0.069176042312776 0.11462010419683 0.0863817275997815
95 0.0691761428453843 0.11463007370816 0.0863862727908329
96 0.0691762434422957 0.114640045267214 0.0863908191452926
97 0.0691763441035513 0.114650018874353 0.0863953666634446
98 0.0691764448291921 0.114659994529941 0.0863999153455728
99 0.0691765456192595 0.114669972234341 0.0864044651919615
100 0.0691766464737945 0.114679951987915 0.0864090162028947
101 0.0691767473928384 0.114689933791028 0.0864135683786566
102 0.0691768483764324 0.114699917644041 0.0864181217195315
103 0.0691769494246179 0.114709903547319 0.0864226762258038
104 0.069177050537436 0.114719891501224 0.0864272318977578
105 0.0691771517149282 0.11472988150612 0.0864317887356779
106 0.0691772529571357 0.11473987356237 0.0864363467398488
107 0.0691773542641 0.114749867670337 0.086440905910555
108 0.0691774556358624 0.114759863830385 0.0864454662480811
109 0.0691775570724644 0.114769862042877 0.0864500277527118
110 0.0691776585739475 0.114779862308176 0.0864545904247319
111 0.0691777601403531 0.114789864626647 0.0864591542644262
112 0.0691778617717227 0.114799868998652 0.0864637192720796
113 0.0691779634680979 0.114809875424555 0.0864682854479771
114 0.0691780652295202 0.11481988390472 0.0864728527924037
115 0.0691781670560312 0.114829894439511 0.0864774213056444
116 0.0691782689476726 0.11483990702929 0.0864819909879844
117 0.0691783709044859 0.114849921674422 0.0864865618397089
118 0.0691784729265129 0.114859938375271 0.0864911338611032
119 0.0691785750137952 0.114869957132201 0.0864957070524525
120 0.0691786771663746 0.114879977945574 0.0865002814140424
121 0.0691787793842929 0.114890000815755 0.0865048569461581
122 0.0691788816675917 0.114900025743109 0.0865094336490853
123 0.0691789840163129 0.114910052727998 0.0865140115231094
124 0.0691790864304982 0.114920081770788 0.0865185905685163
125 0.0691791889101897 0.114930112871841 0.0865231707855914
126 0.0691792914554292 0.114940146031523 0.0865277521746207
127 0.0691793940662585 0.114950181250196 0.0865323347358899
128 0.0691794967427196 0.114960218528226 0.086536918469685
129 0.0691795994848544 0.114970257865976 0.0865415033762918
130 0.069179702292705 0.114980299263812 0.0865460894559963
